Berlin,Rose,bar,bear,belt,board,bomb,bridge,buck,bug,center,code,dragon,fair,hood,lab,luck,mine,model,mouse,pitch,princess,revolution,scientist,state
0.2548939138307021,0.2605150072005635,0.38385706708972234,0.1739101794227932,0.23512697534536128,0.3380329047219103,0.22884437374897224,0.35173245338062226,0.09149429296034525,0.09463296011572622,,0.16280659453901064,0.16199586844525476,0.28357480301070304,0.22611033827884208,0.3232592267552108,0.12594096814469027,0.16247646405802302,0.18072990456841456,0.16411228681980916,0.25976548724417925,0.2104402591670496,0.2512955916784275,0.1629752243031437,0.3534402395689753
0.1300157074004543,0.08448389306149391,0.26964943106377137,0.14417822023413016,0.146703090134137,0.18946028705901413,0.13165186592684006,0.14827707492272635,0.1413394558622964,0.43373440820798176,0.16280659453901064,,0.152452832275343,0.17219377061210625,0.152935144129543,0.20169322154235833,0.18561183486778063,0.15054242813767119,0.2673322451489549,0.26468538056589885,0.0949746330567507,0.07574484574931885,0.13429733075830236,0.09707480532006699,0.30642302834434093
0.20615772658509807,0.35083673678762267,0.1692789465598934,0.4283170045589294,0.20428724633459688,0.18347311280007578,0.20068451166465665,0.2095396741812212,0.22051834330500789,0.28489117986144996,0.16199586844525476,0.152452832275343,,0.22209743707802787,0.24173206023988622,0.2018598699514313,0.3112911089411557,0.2540023180388938,0.09250896946048898,0.28918274755681,0.07356853274524883,0.4946412482004586,0.20296394448142868,0.15254101795881628,0.08246875678794549
0.197628544855568,0.25394320274944715,0.24851008858856255,0.3569990967700198,0.15959569114849667,0.3041077962773739,0.16326640910680146,0.2593350147452261,0.32412720079119445,0.15441577882269192,0.28357480301070304,0.17219377061210625,0.22209743707802787,,0.1380233510591767,0.1756802525786709,0.42461910748042814,0.31038228346318064,0.20674058499395764,0.1124406597771903,0.29013786323887003,0.2533724582831647,0.22166910879789495,0.16581697618382127,0.37431509610062796
0.08977900503087505,0.1607985310044909,0.25245459120525393,0.27881037073510245,0.3935150945816805,0.15986772004316185,0.18740053960835462,0.18502588951355606,0.2821460269475875,0.24015989939767354,0.22611033827884208,0.152935144129543,0.24173206023988622,0.1380233510591767,,0.17416963631803206,0.1463928807620755,0.27308715275304457,0.23908270853545513,0.1961816227539952,0.08300633434381985,0.2510161541513361,0.10268390503607683,0.06369304738720141,0.06986848930358051
0.13237094381613757,0.10838542675693837,0.19517808559542543,0.2093773687701462,0.10744575461979929,0.24285233712169096,0.26947199805422795,0.1994065489081314,0.13033197847798086,0.2137277019563201,0.3232592267552108,0.20169322154235833,0.2018598699514313,0.1756802525786709,0.17416963631803206,,0.17856191400592594,0.2845466778123627,0.19273756985984167,0.2846175381869367,0.09714412799259313,0.14534685531627958,0.1540706227676663,0.4930155266268713,0.2193505311078648
0.058809463182483146,0.14179699148094213,0.19085653095470048,0.33770442401840467,0.18722774188564223,0.23534048529658513,0.2178029022077252,0.18891407276248512,0.3891307253720008,0.32215919275669547,0.12594096814469027,0.18561183486778063,0.3112911089411557,0.42461910748042814,0.1463928807620755,0.17856191400592594,,0.46649813567573306,0.08982134777173947,0.21575647276774962,0.20851611983820642,0.2685532983329592,0.14853499099509654,0.1847088303558545,0.19015351133665392
0.020159400956030867,0.2546561004560751,0.20761926349396279,0.3635123362837335,0.3022952878306304,0.25110819006996127,0.3227192612246913,0.2807907378334386,0.26515739240046005,0.2723884632290296,0.16247646405802302,0.15054242813767119,0.2540023180388938,0.31038228346318064,0.27308715275304457,0.2845466778123627,0.46649813567573306,,0.19070879100813892,0.22281056330176227,0.16004763305226075,0.25417174907327605,0.1854451037331678,0.21772265383416303,0.24302928950771954
0.09473472783221072,0.10558809152707732,0.1529453380531129,0.20790191862640087,0.22785664115324777,0.198289207540124,0.10595435004439646,0.23428608645781243,0.18363790264203084,0.15707103829398197,0.18072990456841456,0.2673322451489549,0.09250896946048898,0.20674058499395764,0.23908270853545513,0.19273756985984167,0.08982134777173947,0.19070879100813892,,0.2666086656675765,0.1304389150868533,0.17989371648948185,0.23947380120162842,0.18151255206267128,0.22681550480724597
0.07165692579017939,0.11721158003641932,0.26142777520664795,0.33658829137614,0.12813967345346974,0.18144393398580758,0.14670911139457685,0.1422392442702529,0.2061693380532206,0.39140724038980285,0.16411228681980916,0.26468538056589885,0.28918274755681,0.1124406597771903,0.1961816227539952,0.2846175381869367,0.21575647276774962,0.22281056330176227,0.2666086656675765,,0.14577054674039547,0.24132989357367843,0.1733498064557934,0.18949371627592906,0.13663806727926775
0.07955711410412075,0.11075914617680102,0.22560900211741494,0.0952170800486106,0.17358655203258191,0.23278812208963992,0.1719268567528158,0.2331335207379717,0.2175264756398641,0.14018662751886302,0.25976548724417925,0.0949746330567507,0.07356853274524883,0.29013786323887003,0.08300633434381985,0.09714412799259313,0.20851611983820642,0.16004763305226075,0.1304389150868533,0.14577054674039547,,0.053554320022256165,0.20999390894096354,0.04813278606902544,0.13113642065243258
0.14279101755152485,0.3496022078891135,0.13124395032562527,0.3079144735013383,0.22146229981875237,0.11241737724922307,0.1254674608821098,0.13696057836682457,0.17793882916507792,0.17777144766549596,0.2104402591670496,0.07574484574931885,0.4946412482004586,0.2533724582831647,0.2510161541513361,0.14534685531627958,0.2685532983329592,0.25417174907327605,0.17989371648948185,0.24132989357367843,0.053554320022256165,,0.21620352664280976,0.15383255025423087,0.1097661137573434
0.23611541074754788,0.2362772232012637,0.17210322875436562,0.16629784260936056,0.14926132492462676,0.12168021761599894,0.2870048257245383,0.15369667444324314,0.19276420570589015,0.09200689553673587,0.2512955916784275,0.13429733075830236,0.20296394448142868,0.22166910879789495,0.10268390503607683,0.1540706227676663,0.14853499099509654,0.1854451037331678,0.23947380120162842,0.1733498064557934,0.20999390894096354,0.21620352664280976,,0.2530642392894611,0.2651189277746664
0.047531397178270866,0.050484761924387715,0.06255833313156388,0.2035602116012136,0.07845560579739441,0.1607253465979084,0.28784753765136506,0.11721910115706867,0.058341057793353225,0.14886902934807023,0.1629752243031437,0.09707480532006699,0.15254101795881628,0.16581697618382127,0.06369304738720141,0.4930155266268713,0.1847088303558545,0.21772265383416303,0.18151255206267128,0.18949371627592906,0.04813278606902544,0.15383255025423087,0.2530642392894611,,0.1978766116092241
0.11150808310514827,0.19640552469598493,0.22609174630888276,0.2783567873509303,0.20520941065622222,0.3893265735647963,0.16672723714852403,0.30766358701245256,0.266511955305544,0.1223947868792619,0.3534402395689753,0.30642302834434093,0.08246875678794549,0.37431509610062796,0.06986848930358051,0.2193505311078648,0.19015351133665392,0.24302928950771954,0.22681550480724597,0.13663806727926775,0.13113642065243258,0.1097661137573434,0.2651189277746664,0.1978766116092241,
